property_name,rent,rent_tax_classification,station_route,station_name,station_near,floor,size_in_tsubo,address,current_status,property_id,property_site,detail_link,detail_contact,image_src,first_published_date
府中駅 徒歩4分 現況:クラブ・キャバクラ 飲食居抜き物件 【軽飲食可】,"418,000",(税込),京王線,府中,4,B1,11.97,東京都府中市宮西町二丁目3-6,クラブ・キャバクラ,112089,テンポスマート,https://www.temposmart.jp/estates/112089,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=c772f1a2-55fd-4098-928d-6c2da1c7c122,https://thumbnail.temposmart.jp/thumbnail/public/estates/112089/images/17074541174655maX2IJwDlpdO7Zx9hRAggS994M.jpg.webp,2024-02-11
元町・中華街駅 徒歩1分 現況:バー 飲食居抜き物件 【業種相談】,"649,000",(税込),みなとみらい線,元町・中華街,1,2,27.35,神奈川県横浜市中区元町一丁目13,バー,112084,テンポスマート,https://www.temposmart.jp/estates/112084,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=ce69c10d-61c1-492d-826f-0ba4f338be70,https://thumbnail.temposmart.jp/thumbnail/public/estates/112084/images/17074410248965JAQQDi34jUlJKCNZggaLp0VQkN.jpg.webp,2024-02-11
京成津田沼駅 徒歩1分 現況:中華・エスニック 飲食居抜き物件 【飲食可】,"286,000",(税込),京成本線,京成津田沼,1,3,12.07,千葉県習志野市津田沼五丁目12-12,中華・エスニック,112073,テンポスマート,https://www.temposmart.jp/estates/112073,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=4d669481-9ceb-475e-abf5-6c217d2f8d62,https://thumbnail.temposmart.jp/thumbnail/public/estates/112073/images/170743815015577iMTYOqilSGLWqNybfUxS60Qlz.jpg.webp,2024-02-11
新橋駅 徒歩3分 居抜き物件 【何業も可】,"2,310,000",(税込),JR山手線,新橋,3,B1〜3,71.08,東京都港区新橋一丁目,飲食(その他),112061,テンポスマート,https://www.temposmart.jp/estates/112061,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=10e672f6-1ab8-4176-918c-65cd2aca5ab6,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
東向島駅 徒歩5分 現況:寿司・割烹 飲食居抜き物件 【業種相談】,"308,000",(税込),東武伊勢崎線,東向島,5,3,25.35,東京都墨田区墨田三丁目,寿司・割烹,112059,テンポスマート,https://www.temposmart.jp/estates/112059,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=75e4c727-23e2-4f8a-80d1-92df74918c5a,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
下高井戸駅 徒歩8分 居抜き物件 【業種相談】,"550,000",(税込),京王線,下高井戸,8,1〜2,30,東京都世田谷区赤堤五丁目,カフェ,112058,テンポスマート,https://www.temposmart.jp/estates/112058,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=16c796f7-1c93-406b-9af9-5f42e40de3ae,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
蒲田駅 徒歩4分 現況:バー 飲食居抜き物件,"231,000",(税込),JR京浜東北線,蒲田,4,B1,40.46,東京都大田区西蒲田七丁目436,バー,112054,テンポスマート,https://www.temposmart.jp/estates/112054,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=c68911a4-d834-46a3-918f-e4a8efb061b5,https://thumbnail.temposmart.jp/thumbnail/public/estates/112054/images/170738526939370cLwmQJBDLxCAYlbpMTHNsWUBc.jpg.webp,2024-02-11
蒲田駅 徒歩4分 現況:クラブ・キャバクラ 飲食居抜き物件 【業種相談】/担当：横井,"231,000",(税込),JR京浜東北線,蒲田,4,B1,12.23,東京都大田区西蒲田七丁目,クラブ・キャバクラ,112051,テンポスマート,https://www.temposmart.jp/estates/112051,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=c9fc6714-e4c3-41e4-ba84-0b3dfa83589c,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
祐天寺駅 徒歩3分 現況:イタリアン 飲食居抜き物件 【飲食可】,"330,000",(税込),東急東横線,祐天寺,3,1〜2,16.18,東京都目黒区祐天寺二丁目3-12,レストラン,112007,テンポスマート,https://www.temposmart.jp/estates/112007,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=51f8e6c4-74af-41f1-b865-8ba6c18a7940,https://thumbnail.temposmart.jp/thumbnail/public/estates/112007/images/17073709572013XWIOLtXGvSEj6eVdYFbZ4MZsmS.jpg.webp,2024-02-11
金沢八景駅近くレトロ感漂う喫茶店の居抜き物件です,"275,000",(税込),京急本線,金沢八景,2,1,17.03,神奈川県横浜市金沢区瀬戸15-14,カフェ,111975,テンポスマート,https://www.temposmart.jp/estates/111975,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=d17e2cc4-d1c5-4110-a243-9fb7489c9e89,https://thumbnail.temposmart.jp/thumbnail/public/estates/111975/images/17073618494433bMFAyOwHQfjQC2XQM3PcSDfbA7.jpg.webp,2024-02-11
大山駅 徒歩3分 現況:焼肉 飲食居抜き物件 【業種相談】（24254）,"360,000",(税込),東武東上線,大山,3,1,29.65,東京都板橋区大山東町52-11,焼肉,111965,テンポスマート,https://www.temposmart.jp/estates/111965,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=3d6601c0-24ae-406a-ad2d-cbeef5d18bae,https://thumbnail.temposmart.jp/thumbnail/public/estates/111965/images/17073600336052iQIrsNpjCT66qOC7VKCS1Qzyeg.jpg.webp,2024-02-11
西荻窪駅 徒歩1分 ！！　飲食居抜き物件！！1F同時募集中(元：整体)居抜き物件！！ご相談ください！！,"226,050",(税込),JR中央線(快速),西荻窪,1,5,13.7,東京都杉並区西荻北三丁目1-9,レストラン,111946,テンポスマート,https://www.temposmart.jp/estates/111946,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=28a2adc1-0e00-44ec-800a-c7f728ccb5b6,https://thumbnail.temposmart.jp/thumbnail/public/estates/111946/images/170738179863611L28edMKahK6njvgNIg9gQFKpn.jpg.webp,2024-02-11
六本木駅 徒歩3分 現況:クラブ・キャバクラ 飲食居抜き物件 【軽飲食程度相談】,"528,000",(税込),東京メトロ日比谷線,六本木,3,2,13.09,東京都港区六本木三丁目8-12,クラブ・キャバクラ,111947,テンポスマート,https://www.temposmart.jp/estates/111947,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=262fe559-1bb4-4a3a-a144-9ee462067c2a,https://thumbnail.temposmart.jp/thumbnail/public/estates/111947/images/17073569600128gHWYMjxHXgm7YHDTc6VViedDLx.png.webp,2024-02-11
麻布十番駅 徒歩2分 現況:デリバリー居抜き物件 【飲食可】※メール問合せのみ,"165,000",(税込),東京メトロ南北線,麻布十番,2,5,5.86,東京都港区麻布十番二丁目,飲食(その他),111919,テンポスマート,https://www.temposmart.jp/estates/111919,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=670eb0e0-157b-45d4-bc81-3e8579e04902,https://thumbnail.temposmart.jp/thumbnail/public/estates/111919/images/17073116375322ZKNPzWJo06fXXBkpmUREBVUUYt.jpeg.webp,2024-02-11
荏原町駅から徒歩１分！路面の居酒屋居抜き物件です！！,"352,000",(税込),東急大井町線,荏原町,1,1,30.17,東京都品川区中延五丁目4-11,居酒屋,111913,テンポスマート,https://www.temposmart.jp/estates/111913,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=e035d9f4-eb8a-439a-9d88-df1547eab07b,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
赤坂駅 徒歩3分 赤坂みすじ通り沿い 5Fバー居抜き物件【飲食可】,"275,000",(税込),東京メトロ千代田線,赤坂,3,5,14.85,東京都港区赤坂三丁目13-1,バー,111904,テンポスマート,https://www.temposmart.jp/estates/111904,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=46d023a7-67f1-407d-953f-a2c8df58f4d8,https://thumbnail.temposmart.jp/thumbnail/public/estates/111904/images/170729797399594puxPa9Gwxl0lBnrVceoQzVDkv.png.webp,2024-02-11
新宿御苑前駅 徒歩7分 カレー店居抜き物件 【飲食可】,"235,950",(税込),東京メトロ丸ノ内線,新宿御苑前,7,1,11.48,東京都新宿区四谷四丁目25-10,中華・エスニック,111890,テンポスマート,https://www.temposmart.jp/estates/111890,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=97bd945c-627f-4bcb-850b-aeddf5a96c40,https://thumbnail.temposmart.jp/thumbnail/public/estates/111890/images/17072943061890XmaBOZFs4fNh9tZUgObHFyaIpB.png.webp,2024-02-11
高田馬場駅徒歩5分、1階路面店大看板で視認性良好！約1坪でワンオペ可能な飲食居抜き物件、住宅エリアへの動線上で集客力も◎,"165,000",(税込),JR山手線,高田馬場,5,1,1,東京都新宿区高田馬場四丁目13-8,飲食(その他),111888,テンポスマート,https://www.temposmart.jp/estates/111888,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=156bce22-342b-48af-8a83-43fd1540eaf4,https://thumbnail.temposmart.jp/thumbnail/public/estates/111888/images/17072941010446UTPpGTYw2DYO7DvGEsdRFVa7Ye.png.webp,2024-02-11
門前仲町駅徒歩3分、住民から観光客まで幅広い層の集まるエリア！「深川仲町通り商店街」沿い！1階角地路面店の韓国料理店居抜,"517,000",(税込),東京メトロ東西線,門前仲町,3,1,15.35,東京都江東区富岡一丁目25-3,居酒屋,111886,テンポスマート,https://www.temposmart.jp/estates/111886,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=8f8179c9-1a06-4ad7-9838-fc8befa7f195,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
市川駅 徒歩4分 現況:飲食(その他) 飲食居抜き物件 【何業も可】,"363,000",(税込),JR中央・総武線,市川,4,1,18.14,千葉県市川市市川一丁目1-1,飲食(その他),111880,テンポスマート,https://www.temposmart.jp/estates/111880,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=a384b4c5-f13c-48df-9841-5df1f66cfec1,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
板橋駅 徒歩4分 現況:飲食(その他) 飲食居抜き物件 【飲食可】,"160,000",(税込),JR埼京線,板橋,4,1,21.17,東京都北区滝野川七丁目,飲食(その他),111878,テンポスマート,https://www.temposmart.jp/estates/111878,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=120d57ed-024d-483b-aef4-872a0b5d2793,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
西葛西駅 徒歩3分 駅至近！B1F《04区画》店舗物件【飲食可】,"1,075,900",(税込),東京メトロ東西線,西葛西,3,B1,61.13,東京都江戸川区西葛西六丁目16-1,飲食(その他),111872,テンポスマート,https://www.temposmart.jp/estates/111872,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=1efbea48-3d09-4a0e-b456-176fac22fc18,https://thumbnail.temposmart.jp/thumbnail/public/estates/111872/images/17072910061817FX1jyTqamvH09f1AwMYiFZFvd6.png.webp,2024-02-11
王子駅から徒歩4分！インドカレー店の居抜き物件！！,"160,000",(税込),JR京浜東北線,王子,4,B1〜1,21.64,東京都北区王子本町一丁目,中華・エスニック,111865,テンポスマート,https://www.temposmart.jp/estates/111865,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5b677865-ab66-413a-b742-b3ad60af631b,https://thumbnail.temposmart.jp/thumbnail/public/estates/111865/images/17072894389092Z71QqtGfvEhlngqw7o8dMGEvfL.jpg.webp,2024-02-11
東中野飲食店舗居抜き物件！！,"413,000",(税込),JR中央・総武線,東中野,1,1,17.91,東京都中野区東中野三丁目,中華・エスニック,111853,テンポスマート,https://www.temposmart.jp/estates/111853,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=958fee9d-23e2-49ca-ac61-2307e5174d04,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
三ノ輪駅 徒歩2分 現況:居酒屋 飲食居抜き物件 【何業も可】/担当：横井,"198,000",(税込),東京メトロ日比谷線,三ノ輪,2,1,10.06,東京都台東区三ノ輪一丁目,居酒屋,111852,テンポスマート,https://www.temposmart.jp/estates/111852,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5465b9e6-8518-427e-8b28-79ddefaa6cbc,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
町田駅 徒歩3分 現況: 飲食店物件 【業種相談】（24249）,"385,000",(税込),小田急線,町田,3,1,13.91,東京都町田市森野一丁目22-1,飲食(その他),111846,テンポスマート,https://www.temposmart.jp/estates/111846,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=970d61d3-4d6f-4ba8-ad88-3f5f5c76f5bc,https://thumbnail.temposmart.jp/thumbnail/public/estates/111846/images/17072802693963waFBqJ3csg5ENkZZfxnUH5yZHl.jpg.webp,2024-02-11
東西線早稲田駅徒歩2分!1階路面の好立地にラーメン屋居抜き物件が出ました。,"275,000",(税込),東京メトロ東西線,早稲田,2,1,12.46,東京都新宿区早稲田町7-1,ラーメン,111831,テンポスマート,https://www.temposmart.jp/estates/111831,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=a2661dbe-68cc-4dc7-a376-95b74af673ee,https://thumbnail.temposmart.jp/thumbnail/public/estates/111831/images/17072778670662lqNubuWSBJA88q47cNaTTQ2pj9.png.webp,2024-02-11
立川駅 徒歩2分 駅近！設備充実 2Fカレー店居抜き物件【重飲食可】,"382,417",(税込),JR中央本線(東京～塩尻),立川,2,2,13.14,東京都立川市曙町二丁目7-2,中華・エスニック,111825,テンポスマート,https://www.temposmart.jp/estates/111825,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=36063730-aa98-46d3-9391-4abde986bb42,https://thumbnail.temposmart.jp/thumbnail/public/estates/111825/images/17072749189689frs1aIlFV7MzKAOTreHGOzPOOU.png.webp,2024-02-11
銀座８丁目　バー・スナック・クラブリース店舗がでました！,"393,800",(税込),東京メトロ銀座線,銀座,6,4,8.9,東京都中央区銀座八丁目2-10,クラブ・キャバクラ,111769,テンポスマート,https://www.temposmart.jp/estates/111769,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=0f014bc3-037a-4655-8e85-f4e90fa262bf,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
渋谷駅 徒歩5分 現況:バー 飲食居抜き物件 【何業も可】,"605,000",(税込),JR山手線,渋谷,5,3,17.57,東京都渋谷区道玄坂二丁目,バー,111763,テンポスマート,https://www.temposmart.jp/estates/111763,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=33a90ce3-46fb-4d1f-8a60-4e9e2f98c686,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
蒲田駅から徒歩2分！鍋店の居抜き物件！！,"735,977",(税込),JR京浜東北線,蒲田,2,2,29,東京都大田区西蒲田七丁目,居酒屋,111691,テンポスマート,https://www.temposmart.jp/estates/111691,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=d2e7aba5-faa8-410f-9eb2-16542ac4dad6,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
錦糸町駅 徒歩5分 現況:クラブ・キャバクラ 飲食居抜き物件 【業種相談】/担当：横井,"646,085",(税込),JR中央・総武線,錦糸町,5,8,34.55,東京都墨田区江東橋二丁目,クラブ・キャバクラ,111754,テンポスマート,https://www.temposmart.jp/estates/111754,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=5abad2b6-9437-4838-b8e3-d19867b492b5,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
早稲田駅 徒歩2分 現況:ラーメン 飲食居抜き物件 【飲食相談】,"275,000",(税込),東京メトロ東西線,早稲田,2,1,12.48,東京都新宿区早稲田町7-1,ラーメン,111752,テンポスマート,https://www.temposmart.jp/estates/111752,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=46a75770-d064-427d-b8f0-da1957797cf8,https://thumbnail.temposmart.jp/thumbnail/public/estates/111752/images/17072058587855tu8QVLXw8PNACwBi3nJ7ZRwS58.jpg.webp,2024-02-11
緑が丘駅 徒歩1分 現況:レストラン 飲食居抜き物件 【飲食可】,"240,000",(税込),東急大井町線,緑が丘,1,2,10,東京都目黒区緑が丘三丁目,レストラン,111725,テンポスマート,https://www.temposmart.jp/estates/111725,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=dc618656-1719-474a-ad5a-5303737adbde,https://thumbnail.temposmart.jp/thumbnail/public/estates/111725/images/17071950340086iC88pbRG2KI1PpPtuE8vXEnQ0X.jpg.webp,2024-02-11
分倍河原駅 徒歩2分 1階路面店 【業種相談】,"990,000",(税込),JR南武線,分倍河原,2,1,32.36,東京都府中市片町二丁目,飲食(その他),111718,テンポスマート,https://www.temposmart.jp/estates/111718,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=fa47fb40-3155-461d-8460-00ce976f658a,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
六本木駅徒歩5分 造作無償！！１F　和食店居抜き物件【重飲食可】,"330,000",(税込),東京メトロ日比谷線,六本木,5,1,11.74,東京都港区六本木四丁目1-26,寿司・割烹,111717,テンポスマート,https://www.temposmart.jp/estates/111717,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=dbaabb5d-e452-45a6-a449-ef5c60840a61,https://thumbnail.temposmart.jp/thumbnail/public/estates/111717/images/170719274597448dUYIbkxTgIyLinbQxVZqMZHuv.png.webp,2024-02-11
西葛西駅 徒歩3分 居抜き相談可能物件 【業種相談】,0,,東京メトロ東西線,西葛西,3,B1,60.5,東京都江戸川区西葛西六丁目,飲食(その他),111716,テンポスマート,https://www.temposmart.jp/estates/111716,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=b724ce5a-775b-47ac-80c9-41447da7d6a0,https://www.temposmart.jp/assets/tenant/images/img_estate_item_noimage_medium.jpg,2024-02-11
赤坂駅 徒歩1分 高級バー飲食居抜き物件 【バーご出店テナント歓迎】,"550,000",(税込),東京メトロ千代田線,赤坂,1,B1,24.95,東京都港区赤坂三丁目13-16,バー,110413,テンポスマート,https://www.temposmart.jp/estates/110413,https://www.temposmart.jp/estate-inquiries/create?estate_uuids=32b9d1c9-f19e-4e72-9176-5493d08b25a1,https://thumbnail.temposmart.jp/thumbnail/public/estates/110413/images/17060052113241iHttSvOvZXPWLJGB8dIP7d0B9H.png.webp,2024-02-11
