property_name,rent,rent_tax_classification,station_route,station_name,station_near,floor,size_in_tsubo,address,current_status,property_id,property_site,detail_link,detail_contact,image_src,first_published_date
【詳細は非表示】,"265,000",税抜,京浜東北・根岸線,東十条,2,1階,24.74,東京都北区東十条 【詳細は非表示】,居酒屋,24-0209-010,テンポイノベーション,https://www.i-tenpo.com/t85036,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=YCyRnwhYpqLj7CRMjeT4VaXM%2F3YPWIUxeEQGx4323%2BC8MGjc6%2FEbB9nd1f6tFfe5xpqu%2BVdniYGLo%2FKMJFOpA7DpqabEaD1yArDPh6zMNOCzBaMjVswKEwNKANg%2FgWK9JFSENKZhu4Ot9x08qYYVoijcd5Uu%2FhkUa5F3UO0sJ4o%3D,2024-02-11
丸石ビル,"150,000",税抜,多摩都市モノレール,万願寺,5,1階,20.32,東京都日野市万願寺 2丁目8番地23号,,24-0209-009,テンポイノベーション,https://www.i-tenpo.com/t85035,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=yprQ%2BkbEH7QizzMui1281LGuqqkqcYn2QzLu3CPv2OkLxFopp7OHc5Gc0X%2FRGsbXxVC%2BQtW6TeBZYpLG3kMibW9dr4D0XFO8JeUBc%2BoXpQ28nBYp6ygiU8HhZC3xcVr5tuZDa708pwwyC509AJf7RvUEAjLLee5tIcBj4506ECs%3D,2024-02-11
ユーカリハイツ 101号室,"264,000",税抜,常磐線,北松戸,2,1階,26.86,千葉県松戸市北松戸 1丁目1番地14号,,24-0209-008,テンポイノベーション,https://www.i-tenpo.com/t85034,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=1i0tCfiDxaD20O6do7m8fX1KWzpPxRBXqEqQpGvcObTWYlFI81h92nuFbJo50wbJsvbw5simuX7l9sPxJxsbFT1vY%2Fv%2BChHYW9e02ajvwMLoTihluXogGF8sOg7bVSdevy5%2FfukmMtrGt0%2F%2FZI3H0TKp%2FZhiKZTbFpMXcgrmTas%3D,2024-02-11
南青山2丁目ビル,"470,000",税抜,銀座線,外苑前,2,1階,17.16,東京都港区南青山 2丁目12番地15号,,24-0112-018,テンポイノベーション,https://www.i-tenpo.com/t84700,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=raiN36JRiSew9XJ0QV39G3uybY%2BBktSmMo1CzVM5mhEQ23sOf5q%2BovdvW7DRKIww02%2BzH%2FI3Bm6DywPR9JhpiiF9fah0NiVccRN8GrqUz2qGO6YDw7LYqEqwGIb%2B%2FUqp0gzXM4awh2GBSCPhFUmMAbvgSwLqu%2FMbV4s5fQCVphY%3D,2024-02-11
KMKビル,"880,000",税抜,総武線,水道橋,1,6階,49.98,東京都千代田区神田三崎町 3丁目8番地1号,,24-0209-006,テンポイノベーション,https://www.i-tenpo.com/t85032,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=2b87KGZAMPmIiOChkll5EG%2B6PMhlReaObcRG1IkHc85NDPRmoK4DSqJmTwhChx%2BJPv9FzQVm0THIzK4nNVutPzK7wTaEOAcI08s4mzCWMFbp2o46opPKD4DtHR%2BfBtRtu%2FwQ%2Be0cXBkisbxcugyduNuq%2F6InI5o7tMBL039TU%2FY%3D,2024-02-11
KMKビル,"880,000",税抜,総武線,水道橋,1,4階,49.98,東京都千代田区神田三崎町 3丁目8番地1号,,24-0209-005,テンポイノベーション,https://www.i-tenpo.com/t85031,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=plNza%2BEvUbc4KFXT76HvnDDYRrN0GWC8mD23BunTHB1082Yqv7HTjraP1ZireZkdi0OnYIX9K5qFZZr9JbICoKqPFjhxCDNHYf39KvmRnP2xIoTXdHgJF%2F5yA8xGH8DXn5Bpc%2BEWcSZemE2BjGizhYBS2mapoVPTuI%2FkJHf1B5U%3D,2024-02-11
【詳細は非表示】,"240,000",税抜,青梅線,小作,2,1階,24.89,東京都羽村市小作台 【詳細は非表示】,カフェ,23-1004-017,テンポイノベーション,https://www.i-tenpo.com/t83594,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=VG12lsQLedrYmF9nO9Ls0b5Ptj3gWWroGVWXu9bB3Y5wV0y5BJGQdfI%2FK1ySPFcAyEqCvdbUYkWnDFTTAUlaj1sWXMSoPwFCOOUvvv652D%2FYkhMCZnsr5aWjbF03FcMY%2FA%2BTPhk7rwLxsggnIvQKkBovKa4AfKH0IzYbSIFXhDw%3D,2024-02-11
ツインビル 1階A号室,"150,000",税抜,東武東上線,中板橋,2,1階,11.55,東京都板橋区中板橋 22番地8号,,22-1130-006,テンポイノベーション,https://www.i-tenpo.com/t79974,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=0clzRioCvR5LAusgrAvERmj2PIo2iUHUdlQZZ8LfApB%2Fe7Wizn1lyz0GE3gIk4d%2BMlz99SISagLN1HHTNJBrfig0posFDNZe5oH2IKpV%2Bn2Q1KzpevEAMeUoCADVZdWaC%2FZMe%2FwH%2FVXTnvUJFFkxDilUnziXkq28l%2B5SB65Ba0Y%3D,2024-02-11
【詳細は非表示】,"181,819",税抜,小田急小田原線,本厚木,2,1階,6.5,神奈川県厚木市中町 【詳細は非表示】,,23-1106-010,テンポイノベーション,https://www.i-tenpo.com/t83923,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=m82ssiAKf7hVNBsM99%2BnolIhWi9pl5kvyWQLoygZ3lE1yJN%2FEqvjkOUZ3xYUGC27Rl6%2FNbVTCNb9fnnh9mwxmchpcOISW5509P4TwTQmWm85%2B0%2FXJmKUgdclZPDCnj%2BLibrQu4pNHK8Oo77W5BKeMeWx10vl0HSB8F6nxGTeFW8%3D,2024-02-11
新所沢専門店プラザ D棟,"600,000",税抜,西武新宿線,新所沢,8,1階,62.5,埼玉県所沢市花園 2丁目2351番地1号,パン屋,21-1119-008,テンポイノベーション,https://www.i-tenpo.com/t74428,詳細リンクより問い合わせください,https://img.i-tenpo.com/loader/tenpo/get?target=M53obOAefxc%2FubP89cDHjsrb4mho0j51dd3f0ePszJAnGYpQJepVQUG1dgaElt3D0hloaE%2F51avmTaxw1H69E2Ex33ck7sR4zuGpfDHm3JiEjwK5YJ6b%2FVeouV43vn%2FCfunrYp6aeAIenMNkWvtF%2Fe6svVKhau6eE7vvSzpTjoA%3D,2024-02-11
